Rank;Name;Score;Federation;Gender;Rating;TPR;W-We;BH;SB
1;"Ganeshram, Niranjana";2.0;NED;V;1685;2287;+0.59; 1.0; 1.0
2;"Fusers, Lorijn";1.0;NED;V;1216;1598;+0.82; 3.0; 1.0
3;"Van Boxel, Marit";1.0;NED;V;1580;1347;-0.54; 1.0; 0.0
4;"Elangkumaran, Anumitra";0.0;NED;V;1689;885;-0.51; 2.0; 0.0
5;"Zhang, Melody";0.0;NED;V;1477;780;-0.36; 1.0; 0.0
