Rank;Name;Score;Federation;Gender;Rating;TPR;W-We;BH;SB
1;"Ganeshram, Niranjana";2.0;NED;V;1685;2287;+0.59; 3.0; 3.0
2;"Fusers, Lorijn";2.0;NED;V;1216;1683;+1.64; 3.0; 1.0
3;"Elangkumaran, Anumitra";1.0;NED;V;1689;1633;-0.16; 3.0; 1.0
4;"Van Boxel, Marit";1.0;NED;V;1580;1336;-0.89; 3.0; 0.0
5;"Zhang, Melody";0.0;NED;V;1477;598;-1.18; 3.0; 0.0
