Rank;Name;Score;Federation;Gender;Rating;TPR;W-We;BH;SB
1;"Ganeshram, Niranjana";1.0;NED;V;1685;2085;+0.08; 0.0; 0.0
2;"Van Boxel, Marit";1.0;NED;V;1580;2277;+0.36; 0.0; 0.0
3;"Zhang, Melody";0.0;NED;V;1477;780;-0.36; 1.0; 0.0
4;"Fusers, Lorijn";0.0;NED;V;1216;816;-0.08; 1.0; 0.0
5;"Elangkumaran, Anumitra";0.0;NED;V;1689;0;+0.00; 0.0; 0.0
